cidade,tipo_transacao,tipo_imovel,superficie_m2,superficie_terreno_m2,num_divisoes,num_quartos,preco,dpe_classe,ano_construcao,agencia_nome,url_anuncio
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/lyaud-maison-87110209/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/allinges-maison-87060878/
Thonon,venda,,110.0,,,,2335.0,,,BARNES Léman Thonon,https://www.barnes-leman.com/en/luxury-real-estate/thonon-les-bains-74200/apartment/penthouse-thonon-les-bains-110-m2-3-bedrooms-797
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/nernier-terrain-87209292/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/allinges-terrain-84386582/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/allinges-terrain-84413693/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/anthy-sur-leman-terrain-84015143/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/anthy-sur-leman-terrain-84015002/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/margencel-terrain-83161978/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/anthy-sur-leman-terrain-82403580/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/margencel-terrain-82368577/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/draillant-terrain-86398993/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/draillant-terrain-86399061/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/margencel-terrain-82369615/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/messery-terrain-84942963/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/anthy-sur-leman-terrain-82403634/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/allinges-terrain-84413541/
Thonon,venda,,,,,,,,,Cap Terrains Immo,https://capterrainsimmo.fr/bien/anthy-sur-leman-terrain-84015019/
Evian,venda,,294.0,,,,2514.0,,,BARNES Léman Évian,https://www.barnes-leman.com/en/luxury-real-estate/evian-les-bains-74500/house/house-evian-les-bains-294-m2-7-bedrooms-847
Evian,venda,,97.0,,,,2484.0,,,BARNES Léman Évian,https://www.barnes-leman.com/en/luxury-real-estate/evian-les-bains-74500/house/house-evian-les-bains-97-m2-3-bedrooms-833
Evian,venda,,433.0,,,,2323.0,,,BARNES Léman Évian,https://www.barnes-leman.com/en/luxury-real-estate/evian-les-bains-74500/house/house-evian-les-bains-433-m2-8-bedrooms-785
Evian,venda,Apartamento,74.0,,,,,,,Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+evian-les-bains-t2-en-souplex+87293704
Evian,venda,Apartamento,67.0,,,,,,,Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+appartement-t3-evian-les-bains-proche-embarcadere+87280471
Thonon,venda,Apartamento,96.0,,4,3,598000.0,,,Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-4-pieces-52784559
Thonon,venda,Apartamento,75.0,,3,2,210000.0,,,Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52402655
Thonon,venda,Apartamento,68.0,,3,2,397000.0,,,Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232515
Thonon,venda,,194.0,,,,490000.0,,,Leman Property Thonon,https://www.leman-property.com/vente/autre/thonon-les-bains/local-dactivite-commercial-de-194-m2-thonon-les-bains/
Thonon,venda,Apartamento,124.0,,6,,602500.0,,,A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t6/887-thonon-les-bains-t4-neuf-de-124m2-en-attique/
Thonon,venda,Apartamento,130.0,,6,,515000.0,,,A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t6/881-thonon-les-bains-appartement-t6-de-120m2-en-duplex-hyper-centre-ville-avec-garage-et-parking/
Thonon,venda,Casa,125.0,,7,3,,,,Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+maison+thonon-les-bains+exclusivite-nouveaute+87067200
Thonon,venda,Apartamento,83.8,,4,3,,,,Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-nouveaute-t4-avec-jardin-garage-et-cave+87049047
Thonon,venda,Apartamento,87.33,,4,3,,,,Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t4-en-attique-residence-neuve+86566650
Thonon,venda,Apartamento,65.0,,3,2,,,,Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-type-3-avec-garage+84395461
Thonon,venda,,,,,,,,,Ripaille Immobilier,https://www.ripaille-immobilier.com/portfolio/villa-dangle-avec-cave-et-vue-sur-le-leman-disposant-de-plusieurs-places-damarrage/
