tipo_cruzamento,cidade,radar_leman_endereco,radar_leman_surface_m2,radar_leman_surface_terrain_m2,radar_leman_nb_pieces,radar_leman_link,concorrencia_agencia,concorrencia_url,concorrencia_superficie_m2,concorrencia_superficie_terreno_m2,concorrencia_num_divisoes,diferenca_habitavel_pct,diferenca_terreno_pct,bate_por,divisoes_compativeis
apartamento,Évian-les-Bains,"53 Rue Nationale, 74500 Évian-les-Bains",61.0,72.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.400471,6.589641",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/2-appartement/t2/10698-t2-60-m-vue-lac-parking-hyper-centre-evian-les-bains/,60.0,,,1.64,,habitavel,
apartamento,Évian-les-Bains,"53 Rue Nationale, 74500 Évian-les-Bains",61.0,72.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.400471,6.589641",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/evian-les-bains-appartement-a-renover/,60.0,,,1.64,,habitavel,
apartamento,Thonon-les-Bains,"13 Chemin des Epinanches, 74200 Thonon-les-Bains",100.0,1229.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.385016,6.495364",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/10465-a-vendre-au-centre-ville-de-thonon-les-bains-grand-appartement-avec-balcon/,100.65,,,0.65,,habitavel,
apartamento,Thonon-les-Bains,"8 Chemin des Guillettes, 74200 Thonon-les-Bains",66.0,1087.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.380288,6.489236",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196857,65.0,,3.0,1.52,,habitavel,True
apartamento,Thonon-les-Bains,"8 Chemin des Guillettes, 74200 Thonon-les-Bains",66.0,1087.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.380288,6.489236",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-rez-de-jardin-avec-garage+87300076,65.42,,3.0,0.88,,habitavel,True
apartamento,Thonon-les-Bains,"8 Chemin des Guillettes, 74200 Thonon-les-Bains",66.0,1087.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.380288,6.489236",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-duplex+87254132,65.0,,3.0,1.52,,habitavel,True
apartamento,Thonon-les-Bains,"8 Chemin des Guillettes, 74200 Thonon-les-Bains",66.0,1087.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.380288,6.489236",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-de-type-3-a-thonon-les-bains+85757383,66.0,,3.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"8 Chemin des Guillettes, 74200 Thonon-les-Bains",66.0,1087.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.380288,6.489236",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-type-3-avec-garage+84395461,65.0,,3.0,1.52,,habitavel,True
apartamento,Thonon-les-Bains,"5 Impasse du Forchat, 74200 Thonon-les-Bains",64.0,265.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.366091,6.470508",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196857,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"5 Impasse du Forchat, 74200 Thonon-les-Bains",64.0,265.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.366091,6.470508",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/894-thonon-les-bains-nouvelle-exclusivite-t3-en-rez-de-jardin-a-decouvrir/,63.0,,3.0,1.56,,habitavel,True
apartamento,Thonon-les-Bains,"5 Impasse du Forchat, 74200 Thonon-les-Bains",64.0,265.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.366091,6.470508",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/806-t3-a-fort-potentiel-thonon-les-bains-parking-et-cave-thonon-ouest/,63.6,,3.0,0.62,,habitavel,True
apartamento,Thonon-les-Bains,"5 Impasse du Forchat, 74200 Thonon-les-Bains",64.0,265.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.366091,6.470508",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-rez-de-jardin-avec-garage+87300076,65.42,,3.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"5 Impasse du Forchat, 74200 Thonon-les-Bains",64.0,265.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.366091,6.470508",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-duplex+87254132,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"5 Impasse du Forchat, 74200 Thonon-les-Bains",64.0,265.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.366091,6.470508",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-type-3-avec-garage+84395461,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"5 Avenue du Général de Gaulle, 74200 Thonon-les-Bains",72.0,150.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.369884,6.47729",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/9874-thonon-appartement-t4/,71.85,,,0.21,,habitavel,
apartamento,Thonon-les-Bains,"9 Avenue de la Dent d’Oche, 74200 Thonon-les-Bains",67.0,4344.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37006,6.490241",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232506,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"9 Avenue de la Dent d’Oche, 74200 Thonon-les-Bains",67.0,4344.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37006,6.490241",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196898,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"9 Avenue de la Dent d’Oche, 74200 Thonon-les-Bains",67.0,4344.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37006,6.490241",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/864-thonon-les-bains-magnifique-appartement-t3-en-centre-au-calme-a-saisir/,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"9 Avenue de la Dent d’Oche, 74200 Thonon-les-Bains",67.0,4344.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37006,6.490241",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-rez-de-jardin-avec-garage+87300076,65.42,,3.0,2.36,,habitavel,True
apartamento,Thonon-les-Bains,"9 Avenue de la Dent d’Oche, 74200 Thonon-les-Bains",67.0,4344.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37006,6.490241",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-de-type-3-a-thonon-les-bains+85757383,66.0,,3.0,1.49,,habitavel,True
apartamento,Thonon-les-Bains,"9 Avenue de la Dent d’Oche, 74200 Thonon-les-Bains",67.0,4344.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37006,6.490241",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232515,68.0,,3.0,1.47,,habitavel,True
apartamento,Évian-les-Bains,"5 Rue De La Source De Clermont, 74500 Évian-les-Bains",70.0,655.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.400803,6.591007",Nestenn Évian,https://immobilier-evian-les-bains.nestenn.com/centre-d-evian-grand-t3-dans-residence-recente-avec-ascenseur-parking-disponible-ref-39259091,71.0,,3.0,1.41,,habitavel,True
apartamento,Évian-les-Bains,"3 Parc D Aunieres, 74500 Évian-les-Bains",45.0,2907.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.398837,6.600518",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/4-studio/9473-dernier-etage-vue-lac-studio-avec-beaucoup-de-charme/,43.88,,,2.49,,habitavel,
apartamento,Évian-les-Bains,"25 Avenue D Abondance - Rd 24, 74500 Évian-les-Bains",67.0,2061.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.399416,6.60176",Agence Lehmann,https://lehmann-immo.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-moderne-t3-a-thonon-les-bains+87100377,66.44,,,0.84,,habitavel,
apartamento,Évian-les-Bains,"25 Avenue D Abondance - Rd 24, 74500 Évian-les-Bains",67.0,2061.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.399416,6.60176",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/2-appartement/t3/11190-proche-lac-et-centre-ville-pour-ce-t3/,67.5,,,0.74,,habitavel,
apartamento,Évian-les-Bains,"25 Avenue D Abondance - Rd 24, 74500 Évian-les-Bains",67.0,2061.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.399416,6.60176",Agence Lehmann,https://lehmann-immo.com/fr/propriete/vente+appartement+thonon-les-bains+bel-appartement-3-pieces-moderne-a-thonon-les-bains+87095945,66.53,,3.0,0.7,,habitavel,True
apartamento,Évian-les-Bains,"25 Avenue D Abondance - Rd 24, 74500 Évian-les-Bains",67.0,2061.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.399416,6.60176",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+appartement-t3-evian-les-bains-proche-embarcadere+87280471,67.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"40 Route Impériale, 74200 Thonon-les-Bains",115.0,190.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.35457,6.444731",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-grand-t4-de-114m-garage-et-parking+86690288,114.0,,4.0,0.87,,habitavel,True
apartamento,Thonon-les-Bains,"4 Rue des Gentianes, 74200 Thonon-les-Bains",87.0,1286.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.364238,6.459087",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-4-pieces-21989784,87.0,241.0,4.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"4 Rue des Gentianes, 74200 Thonon-les-Bains",87.0,1286.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.364238,6.459087",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t3-thonon-les-bains-concise+87257451,85.92,,4.0,1.24,,habitavel,True
apartamento,Thonon-les-Bains,"4 Rue des Gentianes, 74200 Thonon-les-Bains",87.0,1286.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.364238,6.459087",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t4-en-attique-residence-neuve+86566650,87.33,,4.0,0.38,,habitavel,True
apartamento,Thonon-les-Bains,"15 Chemin des Epinanches, 74200 Thonon-les-Bains",100.0,1229.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.384948,6.495805",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/10465-a-vendre-au-centre-ville-de-thonon-les-bains-grand-appartement-avec-balcon/,100.65,,,0.65,,habitavel,
apartamento,Thonon-les-Bains,"16 Rue du Commerce, 74200 Thonon-les-Bains",70.0,436.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.371401,6.486724",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t3/9917-a-thonon-les-bains-appartement-a-acheter-avec-2-chambres/,69.52,,,0.69,,habitavel,
apartamento,Thonon-les-Bains,"16 Rue du Commerce, 74200 Thonon-les-Bains",70.0,436.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.371401,6.486724",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-t3-avec-garage-+86909438,68.98,,3.0,1.46,,habitavel,True
apartamento,Thonon-les-Bains,"4 Rue des Musiciens, 74200 Thonon-les-Bains",93.0,3566.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.363959,6.461195",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-4-pieces-52778750,91.0,,4.0,2.15,,habitavel,True
apartamento,Thonon-les-Bains,"4 Rue des Musiciens, 74200 Thonon-les-Bains",93.0,3566.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.363959,6.461195",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+thonon-les-bains-t4-avec-loggia-et-vue-montagnes+86973545,91.83,,4.0,1.26,,habitavel,True
apartamento,Thonon-les-Bains,"41 Avenue de Concise, 74200 Thonon-les-Bains",71.0,55.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.379537,6.48624",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t3/9917-a-thonon-les-bains-appartement-a-acheter-avec-2-chambres/,69.52,,,2.08,,habitavel,
apartamento,Thonon-les-Bains,"41 Avenue de Concise, 74200 Thonon-les-Bains",71.0,55.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.379537,6.48624",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/9874-thonon-appartement-t4/,71.85,,,1.18,,habitavel,
apartamento,Évian-les-Bains,"33 Rue Nationale, 74500 Évian-les-Bains",95.0,125.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400393,6.590765",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+t3-evian-centre-ville+86400014,95.0,,,0.0,,habitavel,
apartamento,Évian-les-Bains,"33 Rue Nationale, 74500 Évian-les-Bains",95.0,125.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400393,6.590765",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-t4-rez-de-jardin-evian-les-bains/,96.0,,,1.04,,habitavel,
apartamento,Thonon-les-Bains,"14 Chemin des Epinanches, 74200 Thonon-les-Bains",100.0,828.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.385042,6.495833",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/10465-a-vendre-au-centre-ville-de-thonon-les-bains-grand-appartement-avec-balcon/,100.65,,,0.65,,habitavel,
apartamento,Thonon-les-Bains,"7 Rue des Arts, 74200 Thonon-les-Bains",46.0,145.0,1.0,"https://www.google.com/maps/search/?api=1&query=46.371096,6.479947",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"38 Route Impériale, 74200 Thonon-les-Bains",115.0,230.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.35458,6.444534",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-grand-t4-de-114m-garage-et-parking+86690288,114.0,,4.0,0.87,,habitavel,True
apartamento,Évian-les-Bains,"46 Rue Nationale, 74500 Évian-les-Bains",95.0,86.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400445,6.590791",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+t3-evian-centre-ville+86400014,95.0,,,0.0,,habitavel,
apartamento,Évian-les-Bains,"46 Rue Nationale, 74500 Évian-les-Bains",95.0,86.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400445,6.590791",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-t4-rez-de-jardin-evian-les-bains/,96.0,,,1.04,,habitavel,
apartamento,Évian-les-Bains,"19 Avenue De Maraiche, 74500 Évian-les-Bains",50.0,97.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.402742,6.614132",Nestenn Évian,https://immobilier-evian-les-bains.nestenn.com/a-vendre-a-thonon-les-bains-t2-renove-avec-deux-balcons-ref-39439459,50.0,,2.0,0.0,,habitavel,True
apartamento,Évian-les-Bains,"19 Avenue De Maraiche, 74500 Évian-les-Bains",50.0,97.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.402742,6.614132",Nestenn Évian,https://immobilier-evian-les-bains.nestenn.com/superbe-t2-lumineux-avec-vue-lac-proche-centre-et-embarcadere-ref-39502529,51.0,,2.0,1.96,,habitavel,True
apartamento,Évian-les-Bains,"19 Avenue De Maraiche, 74500 Évian-les-Bains",50.0,97.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.402742,6.614132",Nestenn Évian,https://immobilier-evian-les-bains.nestenn.com/programme-neuf-evian-les-bains-du-t2-au-t4-ref-39323960,50.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"2 Rue du Chablais, 74200 Thonon-les-Bains",47.0,623.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.37109,6.483262",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196464,48.0,,2.0,2.08,,habitavel,True
apartamento,Thonon-les-Bains,"2 Rue du Chablais, 74200 Thonon-les-Bains",47.0,623.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.37109,6.483262",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52232479,48.0,,2.0,2.08,,habitavel,True
apartamento,Thonon-les-Bains,"2 Rue du Chablais, 74200 Thonon-les-Bains",47.0,623.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.37109,6.483262",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.13,,habitavel,
apartamento,Thonon-les-Bains,"2 Rue du Chablais, 74200 Thonon-les-Bains",47.0,623.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.37109,6.483262",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10517-a-thonon-les-bains-grand-appartement-a-acheter-avec-balcon/,47.8,,,1.67,,habitavel,
apartamento,Thonon-les-Bains,"2 Rue du Chablais, 74200 Thonon-les-Bains",47.0,623.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.37109,6.483262",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/appartement-t2-thonon-les-bains/,48.0,,,2.08,,habitavel,
apartamento,Thonon-les-Bains,"3 Square Aristide Briand, 74200 Thonon-les-Bains",100.0,149.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.372026,6.47901",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/10465-a-vendre-au-centre-ville-de-thonon-les-bains-grand-appartement-avec-balcon/,100.65,,,0.65,,habitavel,
apartamento,Thonon-les-Bains,"2 Rue Chante Coq, 74200 Thonon-les-Bains",52.0,123.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.372332,6.479449",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11274-appartement-t2-51-15m/,51.15,,,1.63,,habitavel,
apartamento,Thonon-les-Bains,"2 Rue Chante Coq, 74200 Thonon-les-Bains",52.0,123.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.372332,6.479449",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10682-rez-jardin-17-54m-au-calme-t2-52m/,52.04,,,0.08,,habitavel,
apartamento,Thonon-les-Bains,"4 Grande Rue, 74200 Thonon-les-Bains",52.0,122.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370597,6.478928",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11274-appartement-t2-51-15m/,51.15,,,1.63,,habitavel,
apartamento,Thonon-les-Bains,"4 Grande Rue, 74200 Thonon-les-Bains",52.0,122.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370597,6.478928",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10682-rez-jardin-17-54m-au-calme-t2-52m/,52.04,,,0.08,,habitavel,
apartamento,Thonon-les-Bains,"21 Rue de l’Hôtel Dieu, 74200 Thonon-les-Bains",51.0,2370.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.368058,6.478262",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/appartement-t3-coup-de-coeur/,50.0,,,1.96,,habitavel,
apartamento,Thonon-les-Bains,"21 Rue de l’Hôtel Dieu, 74200 Thonon-les-Bains",51.0,2370.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.368058,6.478262",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11274-appartement-t2-51-15m/,51.15,,,0.29,,habitavel,
apartamento,Thonon-les-Bains,"21 Rue de l’Hôtel Dieu, 74200 Thonon-les-Bains",51.0,2370.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.368058,6.478262",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10682-rez-jardin-17-54m-au-calme-t2-52m/,52.04,,,2.0,,habitavel,
apartamento,Thonon-les-Bains,"2 Avenue d’Evian, 74200 Thonon-les-Bains",58.0,46.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.374216,6.481686",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-22694427,59.0,,2.0,1.69,,habitavel,True
apartamento,Thonon-les-Bains,"22 Avenue de la Versoie, 74200 Thonon-les-Bains",53.0,2450.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.367474,6.476627",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10682-rez-jardin-17-54m-au-calme-t2-52m/,52.04,,,1.81,,habitavel,
apartamento,Évian-les-Bains,"1 Route De Chez Ravasse, 74500 Évian-les-Bains",80.0,804.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.394085,6.577916",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-4-pieces-a-evian-les-bains-charme-et-confort-au-coeur-de-la-ville/,82.0,,,2.44,,habitavel,
apartamento,Évian-les-Bains,"1 Route De Chez Ravasse, 74500 Évian-les-Bains",80.0,804.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.394085,6.577916",Agence Lehmann,https://lehmann-immo.com/fr/propriete/vente+appartement+thonon-les-bains+bel-appartement-4-pieces-avec-jardin-a-thonon-les-bains+87306178,82.0,,4.0,2.44,,habitavel,True
apartamento,Évian-les-Bains,"1 Route De Chez Ravasse, 74500 Évian-les-Bains",80.0,804.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.394085,6.577916",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/maison-mitoyenne-80-m2/,81.0,,,1.23,,habitavel,
apartamento,Thonon-les-Bains,"12 Avenue du Général de Gaulle, 74200 Thonon-les-Bains",58.0,981.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.369536,6.476393",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-22694427,59.0,,2.0,1.69,,habitavel,True
apartamento,Thonon-les-Bains,"11 Avenue de l’Ermitage, 74200 Thonon-les-Bains",44.0,20.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.367877,6.485544",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"3 Chemin des Fleysets, 74200 Thonon-les-Bains",50.0,725.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.353745,6.475686",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/appartement-t3-coup-de-coeur/,50.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"3 Chemin des Fleysets, 74200 Thonon-les-Bains",50.0,725.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.353745,6.475686",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11274-appartement-t2-51-15m/,51.15,,,2.25,,habitavel,
apartamento,Thonon-les-Bains,"3 Chemin des Fleysets, 74200 Thonon-les-Bains",50.0,725.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.353745,6.475686",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/9852-appartement-a-vendre-dernier-etage-a-thonon-les-bains/,48.91,,,2.18,,habitavel,
apartamento,Évian-les-Bains,"52 Rue Nationale, 74500 Évian-les-Bains",111.0,106.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.400449,6.590526",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+thonon-les-bains+appartement-t4-neuf+86974022,109.93,,,0.96,,habitavel,
apartamento,Évian-les-Bains,"52 Rue Nationale, 74500 Évian-les-Bains",111.0,106.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.400449,6.590526",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+thonon-les-bains+appartement-4-pieces-local-entrepot-artisanal-thonon-les-bains+86641773,112.0,,4.0,0.89,,habitavel,True
apartamento,Évian-les-Bains,"52 Rue Nationale, 74500 Évian-les-Bains",111.0,106.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.400449,6.590526",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+thonon-les-bains+duplex-4-pieces-thonon-les-bains+85982874,112.0,,4.0,0.89,,habitavel,True
apartamento,Évian-les-Bains,"4 Rue De La Monnaie, 74500 Évian-les-Bains",97.0,220.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.400517,6.587425",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+t3-evian-centre-ville+86400014,95.0,,,2.06,,habitavel,
